,drugs,match_substructures?
249,CC(O)C(O)C1CNc2[nH]c(=N)nc(O)c2N1,False
250,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,False
251,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)N=C(O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)N=C(O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)N=C(O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)N=C4O)cc3)cc2)cc1,False
252,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,False
253,O=S(=O)([O-])OC[C@H]1O[C@@H](O[C@]2(COS(=O)(=O)[O-])O[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]2OS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@@H](OS(=O)(=O)[O-])[C@@H]1OS(=O)(=O)[O-].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[Al+3].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-],False
254,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,False
255,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,False
256,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,False
257,NC[C@H](O)c1ccc(O)c(O)c1,False
258,N=c1ccn(C[C@@H](CO)OCP(=O)(O)O)c(O)n1,False
259,CN1CCN2c3ncccc3Cc3ccccc3C2C1,False
260,CCCC(C)(COC(=N)O)COC(=N)O,False
261,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,False
262,CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,False
263,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O,False
264,ClCC1CO1.NCCNCCNCCNCCN,False
265,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,False
266,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2,True
267,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,False
268,Cc1cccc(C)c1OCC(C)N,False
269,C[C@@H](CN1CC(=O)N=C(O)C1)N1CC(=O)N=C(O)C1,False
270,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,False
271,N=c1c2c([nH]c3ccccc13)CCCC2,False
272,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,False
273,N=c1[nH]c2nc(=N)c(-c3ccccc3)nc-2c(N)[nH]1,False
274,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](OC2CC(N=C(O)C(F)(F)F)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O,False
275,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,False
276,CNC[C@H](O)c1cccc(O)c1,False
277,CCOC(=O)n1ccn(C)c1=S,False
278,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,False
279,CCN1CCCC1CN=C(O)c1cc(S(N)(=O)=O)ccc1OC,False
280,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,False
281,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,False
282,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,False
283,CCCC(C)(COC(=N)O)COC(O)=NC(C)C,False
284,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,False
285,C[C@@H](N)[C@@H](O)c1ccccc1,False
286,CNC(=O)c1cc(Oc2ccc(NC(O)=Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,False
287,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,False
288,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,False
289,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],False
290,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,False
291,CSCC[C@H](N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)CN=C(O)[C@@H](N=C(O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@@H]1CCC(O)=N1)[C@@H](C)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](Cc1ccccc1)C(=N)O,False
292,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,False
293,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,False
294,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,False
295,CC(O)=NC1C(O)OC(COS(=O)(=O)O)C(OC2OC(C(=O)O)C(OC3OC(CO)C(OC4OC(C(=O)O)C(O)C(O)C4OS(=O)(=O)O)C(OS(=O)(=O)O)C3NS(=O)(=O)O)C(O)C2OS(=O)(=O)O)C1O,False
296,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,False
297,CCN1CCC[C@H]1CN=C(O)c1c(OC)ccc(Br)c1OC,False
298,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,False
299,C[N+](C)(C)CCOC(=N)[O-].Cl,False
300,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccccn1,False
301,CCCN[C@H]1CCc2[nH]c(=N)sc2C1,False
302,CC(=O)c1ccc(S(=O)(=O)NC(O)=NC2CCCCC2)cc1,False
303,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,False
304,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-],False
305,CC1(C)S[C@@H]2[C@H](N=C(O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,False
306,C=CCC1(C(C)CCC)C(O)=NC(=O)N=C1O,False
307,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,False
308,CN(C)CCCN1c2ccccc2Sc2ccccc21,False
309,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,False
310,COC(=O)C(c1ccccc1)C1CCCCN1,False
311,COc1ccccc1OCC(O)COC(=N)O,False
312,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2,False
313,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,False
314,CC(=O)OCC(CCn1cnc2c[nH]c(=N)nc21)COC(C)=O,False
315,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,False
316,CN(N=O)C(O)=N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1O,False
317,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@@H]1O.NC(CO)(CO)CO,False
318,Cc1cc(=O)c(C(O)=N[C@@H](C(O)=N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)c[nH]1,False
319,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,False
320,O=c1nc(O)c(C(F)(F)F)cn1[C@H]1C[C@H](O)[C@@H](CO)O1,False
321,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,False
322,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,False
323,[N]=O,False
324,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,False
325,Oc1ncnc2n[nH]cc12,False
326,CC(C)(O/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@H]12)c1csc(=N)[nH]1)C(=O)[O-],False
327,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,False
328,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,False
329,N=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(O)n1,False
330,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(O)nc(=N)[nH]c21,False
331,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,False
332,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,False
333,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,False
334,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1,False
335,N[C@@H](C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,False
336,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,False
337,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,False
338,O=C(CCCN1CC=C(n2c(O)nc3ccccc32)CC1)c1ccc(F)cc1,False
339,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,False
340,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,False
341,CN(C)[C@@H]1C(O)=C(C(O)=NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,False
342,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,False
343,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,False
344,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)Cc3cccs3)[C@H]2SC1,False
345,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)[nH]c(=N)c2cc1OC,False
346,CN(C)CCCN1c2ccccc2CCc2ccccc21,False
347,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,False
348,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,False
349,COc1ccc2cc(CCC(C)=O)ccc2c1,False
350,C[N+]1(C)[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@H]1C1OC12.[Br-],False
351,CCC1(CC)C(=O)N(C)C(=O)N=C1O,False
352,CCCCCCCCCCCCCCOS(=O)(=O)O,False
353,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,False
354,C=C(C)[C@@H]1C2OC(=O)C1[C@]1(O)CC3O[C@]34C(=O)O[C@H]2[C@]14C.CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C,False
355,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,False
356,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,True
357,CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,False
358,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,False
359,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,False
360,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,False
361,CC(CNC1CCCCC1)OC(=O)c1ccccc1,False
362,C=CCC1(C(C)C#CCC)C(=O)N(C)C(=O)N=C1O,False
363,CN=C1C[N+]([O-])=C(c2ccccc2)c2cc(Cl)ccc2N1,False
364,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,False
365,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,False
366,CC(N)C12CC3CC(CC(C3)C1)C2,False
367,NCC[C@H](O)C(O)=N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,False
368,Nc1cccc2c1CN(C1CCC(O)=NC1=O)C2=O,False
369,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,False
370,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,False
371,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],False
372,Brc1c(NC2=NCCN2)ccc2nccnc12,False
373,Cc1onc(-c2c(Cl)cccc2Cl)c1C(O)=N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,False
374,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,False
375,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,False
376,CN(C)c1nc(N(C)C)nc(N(C)C)n1,False
377,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,False
378,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,False
379,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,False
380,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,False
381,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(=N)[nH]1,False
382,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,False
383,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)nc1O,False
384,N=C(O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,False
385,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,False
386,O=C1c2ccccc2C(=O)C1c1ccccc1,False
387,CC(C)C(O)=Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,False
388,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,False
389,CN=C(NC#N)NCCSCc1[nH]cnc1C,False
390,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,False
391,CC(C)c1nc(CN(C)C(O)=N[C@H](C(O)=N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1,False
392,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,False
393,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,False
394,CC(=O)Oc1ccccc1C(O)=Nc1ncc([N+](=O)[O-])s1,False
395,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,False
396,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,False
397,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,False
398,CN[C@H](CC(C)C)C(O)=N[C@H]1C(O)=N[C@@H](CC(=N)O)C(O)=N[C@H]2C(O)=N[C@H]3C(O)=N[C@H](C(O)=N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,False
399,NCCCCCC(=O)O,False
400,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,False
401,[Cl-].[Cl-].[NH2-].[NH2-].[Pt+4],False
402,O.O=[Si]=O.[Al].[Al].[O].[O].[O],False
403,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],False
404,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,False
405,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,False
406,CCC(C)CC(C)CCCCCCCCC(O)=N[C@H]1C[C@@H](O)[C@@H](NCCN)N=C(O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)N=C(O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)N=C(O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)N=C1O,False
407,CC(C)(C)NCC(O)COc1cccc2c1CCC(O)=N2,False
408,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)N=C(O)c2ccccc2)cc1,False
409,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,False
410,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,False
411,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,False
412,O=C([O-])C(=O)[O-].[NH-][C@@H]1CCCC[C@H]1[NH-].[Pt+4],False
413,CCCCOc1cc(C(O)=NCCN(CC)CC)c2ccccc2n1,False
414,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,False
415,O=C(O)P(=O)(O)O,False
416,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,False
417,O=P1(N(CCCl)CCCl)NCCCO1,False
418,CCC1(c2ccccc2)N=C(O)N(C)C1=O,False
419,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,False
420,Cl.[CH2]C(CNC(=N)[O-])OC.[Hg+],False
421,C=CC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)/C(=N\O)c3csc(=N)[nH]3)[C@H]2SC1,False
422,N=C(N)N,False
423,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,False
424,COCCN=C([O-])CN(CCN(CCN(CC(=O)O)CC([O-])=NCCOC)CC(=O)[O-])CC(=O)O.[Gd+3],False
425,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,False
426,CNCCC=C1c2ccccc2CCc2ccccc21,False
427,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,False
428,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,False
429,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,False
430,Oc1ncc(F)c(O)n1,False
431,CN(C)C(=O)Oc1ccc[n+](C)c1,False
432,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,False
433,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,False
434,O=C(O)CCCCCCCC(=O)O,False
435,COc1cc(C(O)=NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(N=C(O)OC3CCCC3)cc12,False
436,CCCc1cc(O)nc(S)n1,False
437,CC(O)=NO,False
438,OC[C@H]1O[C@@H](n2cnc3c2NC=NC[C@H]3O)C[C@@H]1O,False
439,COc1c2occc2cc2ccc(=O)oc12,False
440,CN1C(C(O)=Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,False
441,N=c1nnc(-c2cccc(Cl)c2Cl)c(N)[nH]1,False
442,FC(F)(F)C(F)(F)C(F)(F)F,False
443,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,False
444,CC(O)=N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,False
445,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,False
446,CN(C)c1cc(N=C(O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(=N)O)C(=O)[C@@]3(O)C(O)=C1C2=O,False
447,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,False
448,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,False
449,CN(Cc1cnc2nc(=N)[nH]c(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,False
450,N=C(O)N1c2ccccc2C=Cc2ccccc21,False
451,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,False
452,O=C(O)C(S)C(S)C(=O)O,False
453,CC1=C(C(=O)O)N2C(=O)[C@@H](N=C(O)[C@H](N)c3ccccc3)[C@H]2SC1,False
454,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,False
455,CO[C@H]1O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]2O[C@@H](C(=O)[O-])[C@@H](O[C@H]3O[C@H](COS(=O)(=O)[O-])[C@@H](O[C@@H]4O[C@H](C(=O)[O-])[C@@H](O[C@H]5O[C@H](COS(=O)(=O)[O-])[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)[O-])[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)[O-])[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],False
456,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,False
457,CC(C)NCC(O)COc1cccc2ccccc12,False
458,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,False
459,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,False
460,CCNC(C)Cc1cccc(C(F)(F)F)c1,False
461,Clc1cccc(Cl)c1NC1=NCCN1,False
462,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,False
463,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(O)nc(=N)[nH]c21,False
464,CC1(C)S[C@@H]2[C@H](N=C(O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,False
465,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,False
466,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,False
467,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,False
468,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,False
469,C[N+](C)(C)C[C@H](O)CC(=O)[O-],False
470,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,False
471,CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,False
472,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,False
473,CCC(CC)(CC(O)=Nc1cccc(/C=C/c2nc(C3CCC3)cs2)c1)C(=O)O,False
474,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,False
475,CCN(CC)C(O)=N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,False
476,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)[nH]c(=N)c2cc1OC,False
477,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,False
478,C1CNCCN1,False
479,CCC1(C)CC(O)=NC1=O,False
480,N=C(N)N=C(O)c1nc(Cl)c(N)nc1N,False
481,CN(C)[C@@H]1C(O)=C(C(=N)O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,False
482,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC21C,False
483,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],False
484,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1,False
