,drugs,match_substructures?
3223,O=P(O)(O)[C@@H](NCc1ccccc1)c1ccccc1,False
3224,CC(=O)C(N)=O,False
3225,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O,False
3226,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,False
3227,NCCC[C@@H](N=C(O)CCC(=O)O)C(=O)O,False
3228,C[C@@]1(O)/C(=C2/C(O)=Nc3ccc(S(=O)(=O)N4CCC(O)CC4)cc32)Nc2ccccc21,False
3229,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1S,False
3230,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,False
3231,[O-][C@H]1O[C@@H](F)[C@H](O)[C@@H](O)[C@@H]1O,False
3232,CC(=O)C=O,False
3233,O=C(O)C(c1ccccc1)c1ccccc1,False
3234,O=C(O)C(=O)C(=O)O,False
3235,N[C@@H](CCC[C@H](N)C(=O)O)C(=O)O,False
3236,CC(O)=N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(O)=N[C@@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,False
3237,N=c1nc(O)c2nc(COP(=O)(O)O)cnc2[nH]1,False
3238,C[n+]1cn([C@@H]2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O)c2[nH]c(=N)nc(O)c21,False
3239,N=C(N)c1ccc2nc(-c3cc(OC(F)(F)F)ccc3O)[nH]c2c1,False
3240,CC[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)c1ccc2[nH]ccc2c1,False
3241,N[C@@H](CCC(O)=N[C@H](CSCc1ccccc1I)C(O)=NCC(=O)O)C(=O)O,False
3242,COc1cccc(N2C(CN3CCOCC3)=Cc3cc(S(N)(=O)=O)sc3S2(=O)=O)c1,False
3243,OC[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1S,False
3244,CCCCCCCCCC(=O)O,False
3245,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,False
3246,N[C@@H](CCC(O)=N[C@H](CSCc1ccccc1)C(O)=NCC(=O)O)C(=O)O,False
3247,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)[O-],False
3248,O=C(O)Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1,False
3249,O=C(O)[C@@H](Cc1ccccc1)N(Cc1cccc(C(F)(F)F)c1)C(=O)c1ccc(Cl)cc1Cl,False
3250,COc1ccc([C@@H]2CN=C(O)C2)cc1OC1CCCC1,False
3251,CC(O)=N[C@H](Cc1ccc(Cl)cc1)[B-](O)(O)OC[C@H](N)C(=O)O,False
3252,N=C(N)c1ccc(N=NNc2ccc(C(=N)N)cc2)cc1,False
3253,N=c1nc(O)c2ncn([C@H]3O[C@H](CO)C[C@@H]3O)c2[nH]1,False
3254,Oc1ccc(C(F)(F)F)cc1,False
3255,CO/C=C/[C@@H](N)C(=O)O,False
3256,C[C@@H](O)CC(=O)SCCN=C(O)CCN=C(O)[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O,False
3257,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSCC(=O)c1ccc(O)cc1,False
3258,C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\N=C([C@H](CC(=N)O)[C@@]4(C)CCC(O)=NC[C@@H](C)OP(=O)(O)O[C@@H]4[C@@H](O)[C@H](n5cnc6cc(C)c(C)cc65)O[C@H]4CO)[C@]4(C)N=C1[C@@H](CCC(=N)O)[C@@]4(C)CC(=N)O)[C@@H](CCC(=N)O)C3(C)C)[C@H](CCC(=N)O)[C@@]2(C)CC(=N)O.[CH3].[Co+4],False
3259,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](O[C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)[C@H](O)[C@@H](N)C[C@H]2N)[C@@H](N)[C@H](O)[C@H]1O,False
3260,CO[C@@H]([C@H](C)/C=C/N(C)CO)[C@@H](C)C(=O)CC[C@@H](C)[C@@H](C[C@H]1OC(=O)C[C@H](O[C@@H](N)O)C[C@@H](C)C[C@H](O)[C@@H](C)[C@H](OC)c2coc(n2)-c2coc(n2)-c2coc(n2)/C=C/C[C@H](OC)[C@H]1C)OC,False
3261,C[C@@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O[C@H]3C(CO)=C[C@@H](N[C@@H]4[C@@H](O)[C@H](O)[C@@H](O[C@@H]5[C@@H](O)[C@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O)O[C@@H]6C)O[C@@H]5CO)O[C@H]4C)[C@H](O)[C@H]3O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,False
3262,CC(O)=N[C@@H]1[C@@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@@H](CO)O[C@H]1O,False
3263,C[C@H](CCC(=O)O)[C@@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C,False
3264,CC[C@H]1/C=C(\C)[C@H](O)[C@H](C)C[C@@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@@H]3C(=O)O[C@@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc5c(ccn5C)c4)[C@H](OC)C3)[C@@H](C)[C@H](O)CC1=O)[C@H](C)C[C@H]2OC,False
3265,O=C1N=C(O)C(c2ccccc2)(N2CCC(CCO)CC2)C(O)=N1,False
3266,Oc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,False
3267,C[C@H](N)[C@@H](CCCCCC(=O)O)NC(=O)O,False
3268,N=c1nc(O)c2c([nH]1)NC[C@@H](CCc1ccc(C(=O)N[C@H](CCC(=O)O)C(=O)O)cc1)C2,False
3269,COC1=CC(=O)c2c(c(COc3ccccc3)c(C)n2C)C1=O,False
3270,C1C2CC3CC1CC(C2)C3,False
3271,CCc1ccc(NC(=O)P(=O)(O)O)cc1,False
3272,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1[O-],True
3273,SCc1ccccc1I,False
3274,N=C1C=C(C[C@H](N)C(=O)O)C(=O)C=C1O,False
3275,CN=C(O)NC(=N)NCCC[C@H]1N=C(O)[C@@H](C)N=C(O)C[C@H](C(=O)O)N=C(O)C[C@H](C(=O)O)N=C(O)[C@@H](Cc2ccccc2)N(C)C1=O,False
3276,CCCCCCCCCCCCCCCCCCOC[C@@H](O)COP(=O)(O)OCC[N+](C)(C)C,False
3277,[N-]=[N+]=NCc1cc(C(O)=NCCCO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)cc(C(O)=NCCCO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c1,False
3278,CCS(=O)(=O)O,False
3279,N=C(O)CN,False
3280,NC(=[NH2+])NCCCO,False
3281,N=c1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2OP(=O)(O)OC[C@@H]2O[C@@H](n3cnc4c(O)nc(=N)[nH]c43)[C@H](O)[C@H]2O)c(O)n1,False
3282,NCCCCCCCNC(N)N,False
3283,N[C@H](C(=O)O)[C@@H](O)C(=O)O,False
3284,O=c1nc(O)ccn1[C@H]1C[C@@H](O)[C@H](COP(=O)(O)NP(=O)(O)O)O1,False
3285,CC(C)C[C@@H](N=C(O)c1cc2ccccc2o1)C(O)=N[C@@H]1CCCN(S(=O)(=O)c2ccccn2)CC1=O,False
3286,N=C(N)c1ccc2nc(-c3ccccc3O)[nH]c2c1,False
3287,Nc1c(O)cccc1C(=O)O,False
3288,O=P(O)(O)CC(O)=NO,False
3289,CC(C)CCC[C@@H](C)CCC[C@H](C)CCC[C@@H](C)CCO[C@@H](CO)COCC[C@H](C)CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C,False
3290,Cc1ccc(C(=O)N(c2cc(-c3ccccc3)sc2C(=O)O)C(C)C)cc1,False
3291,CCCC[C@H](CNNC[C@H](CCCC)C(O)=N[C@H](CCCCN)C(O)=Nc1ccccc1)C(O)=N[C@@H](CCCCN)C(O)=Nc1ccccc1,False
3292,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,False
3293,O=C1Nc2ccccc2C1=Nc1ccc(O)cc1,False
3294,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,False
3295,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,False
3296,CCN(C)Cc1cnc(C)[nH]c1=N,False
3297,CCCSSC[C@H](N)C=O,False
3298,CCC(CC)[C@@H](N=C(C)O)[C@@H]1[C@@H](O)[C@H](C(=O)O)C[C@H]1NC(=N)N,False
3299,COC(=O)[C@H]1CCCC[C@@H]1S(=O)(=O)N=C(O)N(C)c1nc(C)nc(OC)n1,False
3300,COC(O)=N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O,False
3301,CC1(C)S[C@@H]([C@H](C=O)N=C(O)[C@@H](N)c2ccc(O)cc2)N[C@H]1C(=O)O,False
3302,CCCCN,False
3303,N[C@@H](Cc1ccc(I)cc1)C(=O)O,False
3304,N[C@@H](CS(=O)(=O)O)C(=O)O,False
3305,CCC[C@H](NCc1c(COP(=O)(O)O)cnc(C)c1O)C(=O)O,False
3306,CC(C)C(=O)COc1nc(=N)[nH]c2[nH]cnc12,False
3307,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,False
3308,Cc1cn([C@H]2C[C@@H](N=[N+]=[N-])[C@H](COP(=O)(O)O)O2)c(=O)nc1O,False
3309,CC(=O)ON=C(O)c1ccccc1O,False
3310,O=C1CC(O)=NC(=O)N1[C@@H]1O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]1O,False
3311,OCCc1ccc(F)cc1,False
3312,O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCNC2,False
3313,C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2C[C@@H](O)[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@@]12O,False
3314,c1ccc(CN=c2c3c([nH]c4ccccc24)CCCC3)cc1,False
3315,N[C@@H](Cc1cccs1)C(=O)O,False
3316,[CH3].[Hg+],False
3317,CC[C@](C)(O)[C@H](O)C(=O)O,False
3318,C[As](C)(=O)SC[C@@H](N)C(=O)O,False
3319,CCCCCCCCCCN=C(O)NC1CCCCC1,False
3320,C[C@H](Nc1ncnc2cc(F)c(F)cc12)C(c1ccccc1)c1ccccc1,False
3321,O=C([O-])C(O)C(=O)[O-],False
3322,[Cl-].[Fe+].[Fe].[O],False
3323,O=C(O)c1cccc2c1oc1c(C(=O)O)cccc12,False
3324,CC(C)C[C@H](CN(O)C=O)C(=O)O,False
3325,O=c1nc(O)ccn1[C@@H]1O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]1O,False
3326,N[C@@H](CCC(O)=N[C@H](CSCc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,False
3327,C[C@@](O)(CO)[C@@H](O)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@@H](n2ccc(=N)nc2O)[C@H](O)[C@H]1O,False
3328,O=C(O)CCO,False
3329,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C/CCCCCCCC,False
3330,CC(C)CCN=C(O)[C@H](CCc1ccccc1)N=C(O)[C@@H](O)CC(=O)O,False
3331,CCCCCCCCCCCCCCCCS(=O)(=O)OC[C@H](N)C(=O)O,False
3332,NCCNS(=O)(=O)c1ccc(Cl)c2ccncc12,False
3333,N=C(S)Nc1ccccc1,False
3334,COc1ccc(OC)c(Cc2cnc3[nH]c(=N)[nH]c(=N)c3c2C)c1,False
3335,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@]12C)[C@]1(C)CC[C@@H](O)C(C)(C)[C@H]1CC3,False
3336,NCCCCNC(=O)c1ccc(S(N)(=O)=O)cc1,False
3337,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)CCC(=O)O,False
3338,C[C@@H](O)[C@@H](N)C(=O)O,False
3339,O=[N+]([O-])c1ccc(N/N=C(\CCl)c2ccccc2)c([N+](=O)[O-])c1,False
3340,CC(C)[C@@H](N=C(O)[C@H]1CCCN1C(=O)[C@H](NC(=O)c1ccc(C(=O)NCC(=O)O)cc1)C(C)C)C(=O)C(F)(F)F,False
3341,OC1CCCCC1,False
3342,O=C(O)CCCCCCCCCCCO,False
3343,CNc1[nH]c(=N)nc(O)c1[N+](=O)[O-],False
3344,N[C@@H](CCC(O)=N[C@H](CS[C@H](CO)COc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,False
3345,CCSC(=N)Nc1ccccc1,False
3346,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COP(=O)(O)OS(=O)(=O)O)[C@H](O)[C@H]1O,False
3347,O=C(O)CN(CCO)CCO,False
3348,CCCC(=N)NCCC[C@@H]([NH3+])C(=O)O,False
3349,CCC(=O)CCC(C)(C)O,False
3350,CC(O)=N[C@@H](Cc1ccc(CC(=O)O)c(C(=O)O)c1)C(O)=N[C@@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,False
3351,N=C(O)[C@H](CCC(=O)O)NC(=O)c1ccc2cc(C(F)(F)P(=O)(O)O)ccc2c1,False
3352,CCCCCCCCCCCCCCC,False
3353,N=C1N=CN=C2[C@H]1N=CN2[C@@H]1O[C@@H](CF)[C@H](O)[C@H]1O,False
3354,OC1=NCC[C@@H](O[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@H]1O,False
3355,O=c1nc(O)cnn1[C@@H]1O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]1O,False
3356,CCN=C(O)[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@H]1O,False
3357,C/C=C(\N)C(=O)O,False
3358,CC(O)=N[C@@H]1[C@@H]([C@@H](O)[C@@H](O)CO)O[C@](O)(C(=O)O)C[C@H]1O,False
3359,Cc1cccc2c1CCN=C2O,False
3360,Cc1cn([C@@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@@H]3O)O2)c(=O)nc1O,False
3361,C[C@@H](O)[C@@H](N)c1nccs1,False
3362,N=c1nc(O)c2ncn([C@@H]3O[C@@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@H](O)[C@H]3O)c2[nH]1,False
3363,O=P(O)(O)OC[C@@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@H]1O,False
3364,O=C(O)c1ccc(Cl)cc1,False
3365,Cn1cnc(=[NH2+])c2ncn(C)c21,False
3366,N[C@@H](CSCC[B-](O)(O)[OH+])C(=O)O,False
3367,O=P(O)(O)O[C@@H]1[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@H](O)[C@@H](O)[C@@H]2O)O[C@H]1n1cnc2c1ncn1ccnc21,False
3368,ClCCCl,False
3369,O=C(O)[C@H](O)[C@H](O)[C@@H](O)C([O-])=NO,False
3370,Cc1ncnc2c1ncn2[C@H]1C[C@@H](O)[C@H](CO)O1,False
3371,C[C@@H](C=O)CC1CC1,False
3372,COc1cc[nH]c1/C=C1\C(O)=Nc2ccc(F)c(C#C[C@@H](O)[C@@H](N)[C@@H](C)O)c21,False
3373,CC(C)(CO)[C@@H](O)C(O)=NCCC(O)=N/C=C/S,False
3374,O=C(O)[C@]1(O)C/C(=N\O)[C@H](O)[C@@H](O)C1,False
3375,CC(O)=N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O,False
3376,CC[C@@H](C)C(=O)O,False
3377,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,False
3378,O=C(O)C1CN(C(=O)[C@H](Cc2ccccc2)N=C(O)c2cc3cc(Cl)ccc3[nH]2)C1,False
3379,O=P(O)(O)OC[C@H](O)[C@@H](O)[C@H](O)CO,False
3380,N[C@H]1C=C(C(=O)[O-])C[C@@H](O)[C@@H]1O,False
3381,CC1=N[C@@H]2[C@H](O)[C@@H](O)[C@H](CO)O[C@@H]2S1,False
3382,CN(C(=O)Oc1ccc(Cl)cc1)[C@H]1CC[C@H](c2ccc(CN3CCCCC3)cc2)CC1,False
3383,CCc1cc(-c2n[nH]cc2-c2cnc[nH]2)c(O)cc1O,False
3384,CC(C)CC(=O)O,False
3385,Cc1cn([C@H]2C[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)O2)c(=O)nc1O,False
3386,C[C@H](C(=O)O)c1ccc(C(=O)c2ccc(I)s2)cc1,False
3387,COC(=O)[C@@H](C)c1ccc(-c2ccccc2)c(F)c1,False
3388,[NH3+]C(CO)(CO)CO,False
3389,Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)OP(=O)(O)O)[C@H](O)[C@H]1O,False
3390,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)O,False
3391,C[C@H](N=C(O)[C@@H](C)N=C(O)OC(C)(C)C)C(=N)O,False
3392,C[C@@H]1C[C@H]2O[C@@H]2CCCCC(=O)C[C@@H]2[C@@H](C(=O)CC(=O)[C@H]2Cl)C(=O)O1,False
3393,O=C1N=c2cc([N+](=O)[O-])c([N+](=O)[O-])cc2=NC1=O,False
3394,O=C(O)CCCC[C@@H](S)CCS,False
3395,O=c1nc(O)c(F)cn1[C@H]1C[C@@H](O)[C@H](COP(=O)(O)O)O1,False
3396,Cn1cc([C@H]2C[C@@H](O)[C@H](CO)O2)c(O)nc1=O,False
3397,COc1cc(OO)ccc1O,False
3398,N=c1ccn([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2OP(=O)(O)O)c(O)n1,False
3399,CCC(=O)O,False
3400,CC(C)C[C@H](N=C(O)N1CCOCC1)C(O)=N[C@H](C#N)COCc1ccccc1,False
3401,CC(C)CCN(C[C@@H](O)[C@@H]1Cc2ccc(cc2)OCCCC(O)=N[C@@H](C(C)C)C(O)=N1)S(=O)(=O)c1ccccc1,False
3402,Nc1ncnc2c1ncn2C[C@H](O)[C@@H](O)C(=O)O,False
3403,N=C(N)NO,False
3404,C=CCN(C)C/C=C/COc1ccc2c(-c3ccc(Br)cc3)coc2c1,False
3405,CCCCCCO[C@@H]1O[C@H](CO)[C@H](O)C[C@H]1O,False
3406,C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@H]1O,False
3407,[NH3+][C@@H](CCC=O)C(=O)O,False
3408,C[C@@H]1N=C(O)N[C@@H]1CCCCCC(=O)O,False
3409,C[C@H](O)C=O,False
3410,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(O)=NC2=O)c2ccccc21,False
3411,N[C@@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)O[C@@H](CO)[C@H](O)[C@H]1O,False
3412,N=c1nc(O)c2ccccc2[nH]1,False
3413,C[C@@H](Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,False
3414,N=C(N)Nc1ccc(CN=C(O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,False
3415,CCOc1ccc(N=C(C)O)cc1,False
3416,CCCCCCCC/C=C/CCCCCCCC(=N)O,False
3417,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,False
3418,Cc1ncc(COP(=O)(O)O)c(CN[C@@H]2CON=C2O)c1O,False
3419,Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1,False
3420,Cc1[nH+]ccn1C,False
3421,CS(=O)(=O)CC[C@@H](N)C(=O)O,False
3422,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)C[C@H](c2ccccc2)C2CCCCC2)c1,False
3423,Nc1cnc(O)nc1O,False
3424,O=C(O)c1ccccc1,False
3425,N[C@H](C(=O)O)C(F)(F)F,False
3426,CC(C)(CO)C(=O)C(=O)O,False
3427,CCCCCCCCCCCCCCCC(=O)O,False
3428,NCc1ccc[n+]([C@@H]2O[C@@H](COP(=O)(O)OP(=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)c1,False
3429,N=c1ccn([C@H]2C[C@@H](O)[C@H](COP(=O)(O)O)O2)c(O)n1,False
3430,N[C@@H](CCSC(F)(F)F)C(=O)O,False
3431,O=c1nc(O)ccn1[C@H]1C[C@H](O)[C@@H](COP(=O)(O)O)O1,False
3432,N[C@@H](CCCCNC(=O)O)C(=O)O,False
3433,Oc1ccc2c(c1)CCN(c1ccccc1)[C@@H]2c1ccc(N2CCN3CCCC[C@@H]3C2)cc1,False
3434,CC(C)[C@@H](N=C(O)[C@@H](OCc1ccccc1)[C@@H](O)[C@H](O)[C@@H](OCc1ccccc1)C(O)=N[C@@H](C(O)=NCc1ccccn1)C(C)C)C(O)=NCc1ccccn1,False
3435,O=c1nc(O)c(-c2ccc(Br)s2)cn1[C@H]1C[C@H](O)[C@@H](CO)O1,False
3436,C[C@@H](O)[C@@H](C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,False
3437,CCOC(=O)c1c(C)nn(-c2ccccc2Cl)c1C,False
3438,N=C(N)c1ccc(OCCCCCCOc2ccc(C(=N)N)cc2)cc1,False
3439,CCCCn1c(Cc2cccc(OC)c2)nc2c(N)ncnc21,False
3440,C[C@@H](CC(=O)O)[C@@H](N)C(=O)O,False
3441,O=c1n(C[C@H](O)[C@@H](O)[C@H](O)CO)c2nc(O)nc(O)c2n1CCCOP(=O)(O)O,False
3442,CCCCCCC/C=C\C(=O)SCCN=C(C)O,False
3443,O=S(=O)(O)CCN1CCOCC1,False
3444,C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,False
3445,N[C@@H](CCSC(F)F)C(=O)O,False
3446,NCC[C@H](N)C(=O)O,False
3447,Cc1ccc(S(=O)(=O)N2CCC[C@@H]2C(O)=NCCS)cc1,False
3448,ON=C(O)c1ccccc1O,False
3449,CC1(C)S[C@H]2[C@H](N=C([O-])CCCC[C@@H](N=C(O)CN)C(=O)O)C(=O)N2[C@@H]1C(=O)O,False
3450,N[C@H](C(=O)O)[C@H](O)OP(=O)(O)O,False
3451,CCOP(=O)(O)O,False
3452,Oc1cc(O)c2c(c1)O[C@@H](c1cc(O)c(O)c(O)c1)[C@H](O)C2,False
3453,Ic1ccc2c(c1)CNCC2,False
3454,CC/N=c1\cc2oc3cc([NH2+]CC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C,False
3455,Nc1nc(O)nc(O)c1N,False
3456,CCCCCC(=O)OC[C@@H](CCP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,False
3457,Cc1cc(C=O)c(OP(=O)(O)O)c(C=O)c1,False
3458,O=P(O)(O)OC[C@@H]1O[C@@H](c2cnc(O)nc2O)[C@H](O)[C@H]1O,False
3459,N=c1nc(O)c2nc(CNc3ccc(C(=O)OP(=O)(O)O)cc3)cnc2[nH]1,False
3460,CCCCCCCC/C=C/CCCCCCCCOC(=O)[C@@H](O)CO,False
3461,CCCCCCCC(=O)O[C@@H](CC(=O)O)C[N+](C)(C)C,False
3462,CC(C)(C)c1nnc(C(=O)[C@@H]2CCCN2)o1,True
3463,C[C@](Cn1ccnn1)([C@@H](N/C=C/C=O)C(=O)O)S([O])=O,False
3464,CC(O)=NN1C(=O)[C@]2(N=C1O)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,False
3465,Clc1cc(Cl)cc(Cl)c1,False
3466,CC(C)C[C@@H](N=C(O)N1CCOCC1)C(O)=N[C@@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,False
3467,N[C@@H](Cc1ccc(O)cc1)C(=O)O,False
3468,[Cu+8].[OH-].[OH-].c1c[n-]cn1.c1c[n-]cn1.c1c[n-]cn1.c1c[n-]cn1,False
3469,CC(C)(C)COc1ccc(-n2cc(C(=O)O)cn2)cc1C#N,False
3470,C=C1C=CC=C(C)[C@@H]1N,False
3471,C=O,False
3472,NS(=O)(=O)c1ccc(C(=O)NCc2c(F)cccc2F)cc1,False
3473,Cc1cn([C@@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)(O)OP(=O)([O-])OP(=O)([O-])OC[C@@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@H]3O)O2)c(=O)nc1[O-],False
3474,O=C1N[C](O)C(CO)=CN1[C@H]1C[C@@H](O)[C@H](COP(=O)(O)O)O1,False
3475,N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O,False
3476,O=S(O)c1ccccc1,False
3477,COc1ccc([C@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1,False
3478,CO[C@H](C[C@H]1OC(=O)C[C@H](O)C[C@@H](O)CC(=O)[C@@H](C)[C@@H](OC)c2coc(n2)-c2coc(n2)-c2coc(n2)/C=C/CC[C@@H]1C)[C@H](C)CCC(=O)[C@@H](C)[C@@H](C/C=C/N(C)CO)OC,False
3479,O=C(O)CCCn1c2ccccc2c2ccccc21,False
3480,CC1(C)O[C@]2(C)CC[C@H]1CC2,False
3481,O=S(=O)(O)c1ccc(O)c(/N=N/c2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=c4ncnc(Nc5ccc6c(O)c(/N=N/c7cc(S(=O)(=O)O)ccc7O)c(S(=O)(=O)O)cc6c5S(=O)(=O)O)[nH]4)ccc3c2O)c1,False
3482,NCCCCCN,False
3483,O=P(O)(O)OC[C@@H](O)[C@H](O)[C@@H](O)NO,False
3484,NCCC[C@](N)(C(=O)O)C(F)F,False
3485,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1S,False
3486,CC(=O)CSC[C@H](N)C(=O)O,False
3487,OC[C@H]1O[C@@H](S)[C@H](O)[C@@H](O)[C@@H]1O,False
3488,CCCCN(C)C(=O)CCCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)[C@H](O)CC[C@H]3[C@H]12,False
3489,CC(O)=N[C@@H]1NC[C@@H](CO)[C@H](O)[C@H]1O,False
3490,OC[C@H]1ONC[C@@H](O)[C@@H]1O,False
3491,CO[C@@H]1[C@H](O)[C@@H](O)[C@H](C)O[C@@H]1O,False
3492,OC[C@@H](O)CS,False
3493,N=C([NH3+])c1cc2cc(-c3cccc(-c4ccccc4)c3O)[nH]c2cc1Cl,False
